"","region_en","year","level","average_nominal_monthly_salary","average_percapita_income","average_size_of_pensions","crude_birth_rate","gross_regional_product","infant_mortality_rate","life_expectancy_men","life_expectancy_total","life_expectancy_women","mortality_rate","number_of_theater_goers_per_1000_population","number_of_visits_to_museums_per_1000_population","planar_sports_facilities_(playgrounds_and_fields)","population_rural","population_total","population_urban","publication_of_newspapers_per_1000_people","sports_halls","stadiums_with_stands_for_1500_seats_or_more","swimming_pools"
"1","Adygea",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,432,225,NA,NA,NA,NA
"2","Adygea",1990,"region",NA,NA,NA,14.2,NA,17.2,NA,NA,NA,12.3,500,267,NA,NA,NA,NA,NA,NA,NA,NA
"3","Adygea",1995,"region",NA,274,NA,10.7,NA,18.7,NA,NA,NA,14.4,153,72,360,NA,NA,NA,176,139,3,NA
"4","Adygea",2000,"region",1302.5,1385,766.5,9.1,NA,16.3,62.07,67.6,73.26,15,87,133,NA,NA,NA,NA,205,NA,NA,NA
"5","Adygea",2001,"region",1832.1,1642,1062.8,9.4,NA,8.1,NA,NA,NA,14.7,145,149,NA,NA,NA,NA,327,NA,NA,NA
"6","Adygea",2002,"region",2612.6,2167,1348.7,10.2,NA,10.5,NA,NA,NA,15,97,134,NA,212,447,235,392,NA,NA,NA
"7","Adygea",2003,"region",3317.5,2549,1607.2,10.4,NA,10.8,NA,NA,NA,15.5,101,136,NA,NA,NA,NA,346,NA,NA,NA
"8","Adygea",2004,"region",4266.3,3080,1835.7,10.4,NA,14.4,NA,NA,NA,14.9,117,119,NA,NA,NA,NA,273,NA,NA,NA
"9","Adygea",2005,"region",5123,3880,2302.2,10.3,NA,10.7,61.91,68.05,74.57,15.2,121,130,202,NA,NA,NA,344,172,2,NA
"10","Adygea",2006,"region",6414.4,4707,2567,10.4,NA,8,NA,NA,NA,15.1,106,135,NA,NA,NA,NA,337,NA,NA,NA
"11","Adygea",2007,"region",8056.4,5763,3347.6,11.8,NA,9,NA,NA,NA,14.6,130,136,NA,NA,NA,NA,329,NA,NA,NA
"12","Adygea",2008,"region",10096.9,7986,4096.8,12.7,NA,8.5,NA,NA,NA,14.8,105,147,NA,NA,NA,NA,346,NA,NA,NA
"13","Adygea",2009,"region",11547.6,10475,5562,12.4,NA,7.2,64.38,69.97,75.63,14,82,141,350,NA,NA,NA,362,192,3,NA
"14","Adygea",2010,"region",12787.4,12236,6786.1,12.9,NA,7.3,NA,NA,NA,14.1,96,74,383,216,440,224,64,203,3,NA
"15","Adygea",2011,"region",14344.9,NA,7358.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Altai Republic",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,191,52,NA,NA,NA,NA
"17","Altai Republic",1990,"region",NA,NA,NA,19.3,NA,31.3,NA,NA,NA,10.9,134,33,NA,NA,NA,NA,NA,NA,NA,NA
"18","Altai Republic",1995,"region",NA,319,NA,14.3,NA,27.9,NA,NA,NA,13.2,90,84,47,NA,NA,NA,110,68,9,NA
"19","Altai Republic",2000,"region",1248.2,1182,789.3,14.3,NA,23.6,56.76,62.83,69.47,13,11,124,NA,NA,NA,NA,730,NA,NA,NA
"20","Altai Republic",2001,"region",1902.3,1620,1001,14.9,NA,19.9,NA,NA,NA,14.1,24,151,NA,NA,NA,NA,148,NA,NA,NA
"21","Altai Republic",2002,"region",3058.3,2355,1291.5,16,NA,22.4,NA,NA,NA,15.1,17,114,NA,149,203,54,143,NA,NA,NA
"22","Altai Republic",2003,"region",3816.7,2876,1534.5,16.7,NA,24,NA,NA,NA,15.6,22,102,NA,NA,NA,NA,128,NA,NA,NA
"23","Altai Republic",2004,"region",4549.9,3419,1796,17.3,NA,17.7,NA,NA,NA,14.8,21,130,NA,NA,NA,NA,157,NA,NA,NA
"24","Altai Republic",2005,"region",5736.1,4334,2358.7,17.2,NA,14.3,54.22,60.42,67.68,15.5,21,138,120,NA,NA,NA,146,96,10,NA
"25","Altai Republic",2006,"region",7438.1,5470,2631,16.6,NA,15.3,NA,NA,NA,13.8,15,129,NA,NA,NA,NA,128,NA,NA,NA
"26","Altai Republic",2007,"region",9228.2,6934,3535,19.7,NA,14.1,NA,NA,NA,12.5,64,122,NA,NA,NA,NA,259,NA,NA,NA
"27","Altai Republic",2008,"region",11453.9,10172,4278,21.3,NA,11.4,NA,NA,NA,12.2,33,71,NA,NA,NA,NA,187,NA,NA,NA
"28","Altai Republic",2009,"region",13075.4,10821,5854.4,20.3,NA,9.5,59.68,65.82,72.43,11.9,40,25,157,NA,NA,NA,146,123,20,NA
"29","Altai Republic",2010,"region",14235.8,13399,6900,20.5,NA,9.5,NA,NA,NA,12.2,39,82,164,149,206,57,80,121,5,NA
"30","Altai Republic",2011,"region",15632.4,NA,7494.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Altai Territory",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107,2631,1524,NA,NA,NA,NA
"32","Altai Territory",1990,"region",NA,NA,NA,12.9,NA,15,NA,NA,NA,11.1,307,238,NA,NA,NA,NA,392,NA,NA,NA
"33","Altai Territory",1995,"region",NA,349,NA,8.7,NA,20.8,NA,NA,NA,14.7,145,174,2294,NA,NA,NA,327,1036,105,NA
"34","Altai Territory",2000,"region",1364.8,1224,815.4,9.3,NA,15.2,60.5,66.58,73.05,14.3,144,262,NA,NA,NA,NA,294,NA,NA,NA
"35","Altai Territory",2001,"region",1870.4,1691,1113.6,9.6,NA,13.6,NA,NA,NA,14.7,156,221,NA,NA,NA,NA,335,NA,NA,NA
"36","Altai Territory",2002,"region",2567.6,2194,1403,10.3,NA,13.5,NA,NA,NA,15.7,154,221,NA,1221,2607,1386,382,NA,NA,NA
"37","Altai Territory",2003,"region",3147.5,2895,1683.4,10.8,NA,11.3,NA,NA,NA,15.9,150,233,NA,NA,NA,NA,392,NA,NA,NA
"38","Altai Territory",2004,"region",3955.3,3496,1947,10.8,NA,12.5,NA,NA,NA,15.8,143,225,NA,NA,NA,NA,908,NA,NA,NA
"39","Altai Territory",2005,"region",4913.8,4580,2436.3,10.3,NA,11.5,58.39,64.72,71.77,16.7,149,231,2778,NA,NA,NA,1611,1363,89,NA
"40","Altai Territory",2006,"region",6147,6256,2705.3,10.1,NA,11.2,NA,NA,NA,15.2,147,244,NA,NA,NA,NA,341,NA,NA,NA
"41","Altai Territory",2007,"region",7804.7,7438,3504.6,11.3,NA,10.2,NA,NA,NA,14.9,135,248,NA,NA,NA,NA,579,NA,NA,NA
"42","Altai Territory",2008,"region",9731.5,9749,4285.6,12.3,NA,9.1,NA,NA,NA,15,153,250,NA,NA,NA,NA,690,NA,NA,NA
"43","Altai Territory",2009,"region",10871.6,9635,5791.1,12.4,NA,9,62.74,68.52,74.44,14.3,147,244,3241,NA,NA,NA,655,1505,167,NA
"44","Altai Territory",2010,"region",12050.7,10926,7121.5,12.7,NA,9.4,NA,NA,NA,15,158,64,3352,1096,2419,1323,42,1564,81,NA
"45","Altai Territory",2011,"region",13822.6,NA,7716.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Amur Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,1050,714,NA,NA,NA,NA
"47","Amur Region",1990,"region",NA,NA,NA,16.2,NA,20,NA,NA,NA,8.6,178,243,NA,NA,NA,NA,353,NA,NA,NA
"48","Amur Region",1995,"region",NA,513,NA,10.6,NA,23.6,NA,NA,NA,12.5,96,448,1103,NA,NA,NA,260,452,20,NA
"49","Amur Region",2000,"region",2232.2,1825,817.7,10.2,NA,23.8,56.14,62.15,69.29,14.6,124,530,NA,NA,NA,NA,292,NA,NA,NA
"50","Amur Region",2001,"region",3147,2313,1120.8,10.9,NA,23.2,NA,NA,NA,15.2,135,539,NA,NA,NA,NA,223,NA,NA,NA
"51","Amur Region",2002,"region",4692.2,2875,1435.3,11.6,NA,18.9,NA,NA,NA,16.1,136,389,NA,309,903,594,375,NA,NA,NA
"52","Amur Region",2003,"region",5930.2,3852,1719.5,12.4,NA,17.2,NA,NA,NA,16.6,108,461,NA,NA,NA,NA,378,NA,NA,NA
"53","Amur Region",2004,"region",7353.7,4695,2016.3,12.4,NA,17,NA,NA,NA,17.2,116,541,NA,NA,NA,NA,2030,NA,NA,NA
"54","Amur Region",2005,"region",9391.8,5874,2537.9,12.1,NA,18.7,54.1,60.34,67.84,16.9,126,516,1092,NA,NA,NA,747,544,23,NA
"55","Amur Region",2006,"region",11110.8,7233,2845.6,11.8,NA,17.4,NA,NA,NA,15.5,125,491,NA,NA,NA,NA,468,NA,NA,NA
"56","Amur Region",2007,"region",13534.4,9389,3705.4,12.6,NA,16.3,NA,NA,NA,14.3,149,483,NA,NA,NA,NA,352,NA,NA,NA
"57","Amur Region",2008,"region",16665,11936,4587.1,12.9,NA,15.7,NA,NA,NA,15.1,136,491,NA,NA,NA,NA,322,NA,NA,NA
"58","Amur Region",2009,"region",19019,12803,6242.8,13.2,NA,13,58.55,64.41,70.89,14.6,123,408,1200,NA,NA,NA,346,571,26,NA
"59","Amur Region",2010,"region",21207.5,14064,7591.2,13.8,NA,12.8,NA,NA,NA,15.3,139,36,1245,276,829,553,68,573,26,NA
"60","Amur Region",2011,"region",24202.1,NA,8266.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Arkhangelsk Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,1570,1152,NA,NA,NA,NA
"62","Arkhangelsk Region",1990,"region",NA,NA,NA,13.5,NA,14.4,NA,NA,NA,9.8,226,569,NA,NA,NA,NA,515,NA,NA,NA
"63","Arkhangelsk Region",1995,"region",NA,519,NA,8.9,NA,16.2,NA,NA,NA,15,122,267,866,NA,NA,NA,346,593,16,NA
"64","Arkhangelsk Region",2000,"region",2621,2139,973.8,8.8,NA,14.1,56.31,62.77,70.57,16.3,127,375,NA,NA,NA,NA,582,NA,NA,NA
"65","Arkhangelsk Region",2001,"region",3700.5,3041,1293.8,9.6,NA,15.9,NA,NA,NA,16.2,120,454,NA,NA,NA,NA,980,NA,NA,NA
"66","Arkhangelsk Region",2002,"region",4971.7,3956,1679.6,10.4,NA,12.6,NA,NA,NA,17.5,118,431,NA,337,1337,1000,1805,NA,NA,NA
"67","Arkhangelsk Region",2003,"region",6242.6,4834,2015.7,10.8,NA,12.4,NA,NA,NA,17.9,113,406,NA,NA,NA,NA,1981,NA,NA,NA
"68","Arkhangelsk Region",2004,"region",7887.5,6119,2483.3,11,NA,10.1,NA,NA,NA,17.5,104,466,NA,NA,NA,NA,1660,NA,NA,NA
"69","Arkhangelsk Region",2005,"region",9874.3,7857,3088.9,10.7,NA,12.6,56.14,62.93,71.05,17,115,470,726,NA,NA,NA,1762,606,13,NA
"70","Arkhangelsk Region",2006,"region",11725,9539,3460.6,10.9,NA,10.2,NA,NA,NA,15.8,133,502,NA,NA,NA,NA,1977,NA,NA,NA
"71","Arkhangelsk Region",2007,"region",14400.3,11574,4582.1,11.9,NA,10.7,NA,NA,NA,14.7,131,546,NA,NA,NA,NA,2740,NA,NA,NA
"72","Arkhangelsk Region",2008,"region",18181.3,14824,5690.3,12,NA,8.9,NA,NA,NA,14.6,134,539,NA,NA,NA,NA,2298,NA,NA,NA
"73","Arkhangelsk Region",2009,"region",20242.9,17295,7722,12.3,NA,7.8,61.27,67.62,74.39,14.4,139,550,689,NA,NA,NA,2160,648,19,NA
"74","Arkhangelsk Region",2010,"region",22192.1,19310,9462.3,12.6,NA,6.8,NA,NA,NA,14.6,136,20,696,299,1228,929,7,657,13,NA
"75","Arkhangelsk Region",2011,"region",24611.4,NA,10327.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Astrakhan Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,992,675,NA,NA,NA,NA
"77","Astrakhan Region",1990,"region",NA,NA,NA,15.1,NA,16.4,NA,NA,NA,10.4,262,701,NA,NA,NA,NA,232,NA,NA,NA
"78","Astrakhan Region",1995,"region",NA,324,NA,10.2,NA,18.6,NA,NA,NA,13.6,166,474,549,NA,NA,NA,300,287,4,NA
"79","Astrakhan Region",2000,"region",1898.7,1779,766.7,9.9,NA,16.6,58.51,65.25,72.85,14.3,191,681,NA,NA,NA,NA,198,NA,NA,NA
"80","Astrakhan Region",2001,"region",2660.9,2333,1062.6,10.5,NA,16.3,NA,NA,NA,14.6,168,431,NA,NA,NA,NA,214,NA,NA,NA
"81","Astrakhan Region",2002,"region",3530,3058,1350.5,11.6,NA,13.7,NA,NA,NA,15.3,185,479,NA,325,1005,680,308,NA,NA,NA
"82","Astrakhan Region",2003,"region",4431.6,3848,1616.5,12.1,NA,12.6,NA,NA,NA,15.6,191,439,NA,NA,NA,NA,626,NA,NA,NA
"83","Astrakhan Region",2004,"region",5495.4,4559,1858.1,12.4,NA,13,NA,NA,NA,15,177,494,NA,NA,NA,NA,476,NA,NA,NA
"84","Astrakhan Region",2005,"region",6884.2,5683,2325,12.2,NA,13.1,58.14,64.83,72.3,15.5,178,365,891,NA,NA,NA,402,415,9,NA
"85","Astrakhan Region",2006,"region",8157.9,7090,2590.7,12.4,NA,10.7,NA,NA,NA,14.7,190,423,NA,NA,NA,NA,357,NA,NA,NA
"86","Astrakhan Region",2007,"region",9866.9,8691,3351.1,13.5,NA,9.8,NA,NA,NA,14.1,208,239,NA,NA,NA,NA,519,NA,NA,NA
"87","Astrakhan Region",2008,"region",12339.8,11120,4106.5,14.2,NA,8.4,NA,NA,NA,13.6,150,392,NA,NA,NA,NA,616,NA,NA,NA
"88","Astrakhan Region",2009,"region",14095.7,13068,5569.2,14.2,NA,8.2,62.54,68.31,74.16,13.4,213,359,907,NA,NA,NA,387,384,12,NA
"89","Astrakhan Region",2010,"region",16582.1,14641,6824.8,14.2,NA,7.7,NA,NA,NA,13.5,214,46,918,337,1011,674,61,389,6,NA
"90","Astrakhan Region",2011,"region",17022.8,NA,7405.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Bashkortostan",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1427,3943,2516,NA,NA,NA,NA
"92","Bashkortostan",1990,"region",NA,NA,NA,16.2,NA,16.4,NA,NA,NA,9.7,306,130,NA,NA,NA,NA,437,NA,NA,NA
"93","Bashkortostan",1995,"region",NA,326,NA,11.2,NA,18.3,NA,NA,NA,12.7,201,100,3692,NA,NA,NA,431,1997,41,NA
"94","Bashkortostan",2000,"region",1932.9,1736,783,10.1,NA,14.5,60.28,66.7,73.6,13,196,109,NA,NA,NA,NA,532,NA,NA,NA
"95","Bashkortostan",2001,"region",2836.8,2400,1051.9,10.4,NA,12.3,NA,NA,NA,13.4,209,119,NA,NA,NA,NA,536,NA,NA,NA
"96","Bashkortostan",2002,"region",3717.9,3134,1347.1,11.1,NA,12.7,NA,NA,NA,14.1,198,95,NA,1478,4104,2626,1318,NA,NA,NA
"97","Bashkortostan",2003,"region",4449.4,4153,1617,11.1,NA,12.5,NA,NA,NA,14.2,211,108,NA,NA,NA,NA,1047,NA,NA,NA
"98","Bashkortostan",2004,"region",5389.4,5157,1860.4,11.2,NA,10.6,NA,NA,NA,14.1,212,118,NA,NA,NA,NA,1293,NA,NA,NA
"99","Bashkortostan",2005,"region",6612,6891,2353.6,10.8,NA,12,60.31,66.54,73.26,14.2,208,118,5104,NA,NA,NA,1201,2420,39,NA
"100","Bashkortostan",2006,"region",8632.3,8909,2633.8,11.1,NA,10.9,NA,NA,NA,13.6,205,119,NA,NA,NA,NA,1329,NA,NA,NA
"101","Bashkortostan",2007,"region",11027.1,11079,3424.1,12.7,NA,9.8,NA,NA,NA,13.6,202,117,NA,NA,NA,NA,1417,NA,NA,NA
"102","Bashkortostan",2008,"region",14084.1,14253,4232.7,13.4,NA,9.4,NA,NA,NA,13.7,197,125,NA,NA,NA,NA,1424,NA,NA,NA
"103","Bashkortostan",2009,"region",14951,16134,5780.2,13.7,NA,7,63.1,69.01,75.1,13.1,191,136,5729,NA,NA,NA,1163,3347,42,NA
"104","Bashkortostan",2010,"region",16377.7,17677,7114.9,14,NA,6.9,NA,NA,NA,13.4,199,75,5579,1610,4072,2462,18,3367,36,NA
"105","Bashkortostan",2011,"region",18397,NA,7761.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Belgorod region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,1378,865,NA,NA,NA,NA
"107","Belgorod region",1990,"region",NA,NA,NA,12.9,NA,17.1,NA,NA,NA,12.9,156,337,NA,NA,NA,NA,316,NA,NA,NA
"108","Belgorod region",1995,"region",NA,392,NA,9.4,NA,14.7,NA,NA,NA,14.8,138,302,1983,NA,NA,NA,302,637,34,NA
"109","Belgorod region",2000,"region",1717,1555,779.1,8,NA,13.1,62.01,68.07,74.41,15.5,122,270,NA,NA,NA,NA,289,NA,NA,NA
"110","Belgorod region",2001,"region",2505,2121,1086.2,8.2,NA,14.1,NA,NA,NA,16.1,121,401,NA,NA,NA,NA,277,NA,NA,NA
"111","Belgorod region",2002,"region",3493.2,2762,1383.6,8.6,NA,12,NA,NA,NA,16.2,108,308,NA,526,1512,986,572,NA,NA,NA
"112","Belgorod region",2003,"region",4468.6,3357,1646.6,9.2,NA,9.4,NA,NA,NA,16.1,120,327,NA,NA,NA,NA,586,NA,NA,NA
"113","Belgorod region",2004,"region",5284.4,4070,1890,9.1,NA,8.8,NA,NA,NA,16.2,122,376,NA,NA,NA,NA,673,NA,NA,NA
"114","Belgorod region",2005,"region",6775.4,5276,2374.5,8.9,NA,8.7,62.19,68.42,75,16,112,357,2786,NA,NA,NA,680,754,47,NA
"115","Belgorod region",2006,"region",8336.9,7085,2650.9,9.5,NA,8.6,NA,NA,NA,15.3,113,359,NA,NA,NA,NA,499,NA,NA,NA
"116","Belgorod region",2007,"region",10479.5,9404,3471,10.3,NA,4.9,NA,NA,NA,14.8,115,394,NA,NA,NA,NA,436,NA,NA,NA
"117","Belgorod region",2008,"region",13508.5,12758,4297.3,11,NA,6.4,NA,NA,NA,14.7,108,416,NA,NA,NA,NA,1184,NA,NA,NA
"118","Belgorod region",2009,"region",14061,14160,5856,11,NA,5.2,65.51,71.07,76.56,14.4,112,436,3009,NA,NA,NA,1005,797,52,NA
"119","Belgorod region",2010,"region",15938.4,16839,7255.3,10.9,NA,5.1,NA,NA,NA,14.4,118,31,3088,520,1533,1013,24,800,19,NA
"120","Belgorod region",2011,"region",17667.6,NA,7919.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Bryansk region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,1470,985,NA,NA,NA,NA
"122","Bryansk region",1990,"region",NA,NA,NA,13,NA,16.7,NA,NA,NA,12.9,227,456,NA,NA,NA,NA,277,NA,NA,NA
"123","Bryansk region",1995,"region",NA,343,NA,9.3,NA,16.7,NA,NA,NA,16,127,394,1791,NA,NA,NA,309,621,36,NA
"124","Bryansk region",2000,"region",1213.1,1312,846.2,7.8,NA,15.9,57.91,64.68,72.45,18.2,129,435,NA,NA,NA,NA,393,NA,NA,NA
"125","Bryansk region",2001,"region",1817,1818,1161.2,7.9,NA,15.8,NA,NA,NA,17.9,138,481,NA,NA,NA,NA,601,NA,NA,NA
"126","Bryansk region",2002,"region",2612.5,2452,1408.1,8.6,NA,14.3,NA,NA,NA,19.2,136,604,NA,436,1379,943,860,NA,NA,NA
"127","Bryansk region",2003,"region",3316,3135,1674,9.1,NA,13,NA,NA,NA,19.1,139,518,NA,NA,NA,NA,550,NA,NA,NA
"128","Bryansk region",2004,"region",4196.1,3720,1908.5,9.2,NA,12.3,NA,NA,NA,19,130,550,NA,NA,NA,NA,807,NA,NA,NA
"129","Bryansk region",2005,"region",5235.3,4777,2395.8,9,NA,12,55.98,63.41,72.3,19.8,130,539,1458,NA,NA,NA,759,650,37,NA
"130","Bryansk region",2006,"region",6533.5,6151,2655.7,9.1,NA,7.8,NA,NA,NA,18.6,128,564,NA,NA,NA,NA,530,NA,NA,NA
"131","Bryansk region",2007,"region",8189.6,7597,3460.2,10.2,NA,8.7,NA,NA,NA,17.8,118,587,NA,NA,NA,NA,557,NA,NA,NA
"132","Bryansk region",2008,"region",10220.1,10043,4244.3,10.9,NA,7.6,NA,NA,NA,17.7,131,651,NA,NA,NA,NA,357,NA,NA,NA
"133","Bryansk region",2009,"region",10950.7,11435,5785.6,11.1,NA,7.4,61.07,67.86,75.05,16.9,123,786,1444,NA,NA,NA,387,624,38,NA
"134","Bryansk region",2010,"region",12325.6,13298,7116.7,10.7,NA,7.7,NA,NA,NA,17,139,10,1571,395,1278,883,60,682,19,NA
"135","Bryansk region",2011,"region",13912,NA,7741.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Buryatia",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,1038,640,NA,NA,NA,NA
"137","Buryatia",1990,"region",NA,NA,NA,18.3,NA,19.5,NA,NA,NA,9.1,403,396,NA,NA,NA,NA,282,NA,NA,NA
"138","Buryatia",1995,"region",NA,379,NA,11.9,NA,15.2,NA,NA,NA,12.2,129,156,788,NA,NA,NA,78,413,23,NA
"139","Buryatia",2000,"region",1923.7,1639,802.3,11.6,NA,17.8,56.36,62.68,69.9,13.1,189,249,NA,NA,NA,NA,128,NA,NA,NA
"140","Buryatia",2001,"region",2734.7,2262,1092.8,11.8,NA,18.8,NA,NA,NA,14,182,414,NA,NA,NA,NA,298,NA,NA,NA
"141","Buryatia",2002,"region",3941.1,3141,1393.1,13,NA,16.3,NA,NA,NA,14.6,148,347,NA,396,981,585,182,NA,NA,NA
"142","Buryatia",2003,"region",5011.2,3857,1659.2,13.5,NA,14.3,NA,NA,NA,15.4,173,372,NA,NA,NA,NA,218,NA,NA,NA
"143","Buryatia",2004,"region",6162.7,4672,1908.3,13.8,NA,13.7,NA,NA,NA,15.3,162,392,NA,NA,NA,NA,186,NA,NA,NA
"144","Buryatia",2005,"region",7650.5,6044,2392.9,14,NA,12.8,54.32,60.9,68.66,15.7,192,387,704,NA,NA,NA,138,439,17,NA
"145","Buryatia",2006,"region",9190.1,7020,2665.7,14.8,NA,12.5,NA,NA,NA,14.5,173,457,NA,NA,NA,NA,427,NA,NA,NA
"146","Buryatia",2007,"region",11528.6,8892,3483.1,16.1,NA,11.4,NA,NA,NA,13.3,144,405,NA,NA,NA,NA,395,NA,NA,NA
"147","Buryatia",2008,"region",14417,11298,4281.2,17,NA,8.6,NA,NA,NA,13.5,140,482,NA,NA,NA,NA,622,NA,NA,NA
"148","Buryatia",2009,"region",15976.2,13037,5828.4,17.4,NA,9,59.34,65.27,71.59,13,158,436,880,NA,NA,NA,360,458,19,NA
"149","Buryatia",2010,"region",17999.7,13998,7093.2,17,NA,7.2,NA,NA,NA,12.7,182,32,827,405,973,568,66,466,17,NA
"150","Buryatia",2011,"region",19924,NA,7709.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Chechen Republic",1990,"region",NA,NA,NA,24.1,NA,NA,NA,NA,NA,8.3,277,212,NA,NA,NA,NA,202,NA,NA,NA
"152","Chechen Republic",1995,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Chechen Republic",2000,"region",881.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Chechen Republic",2001,"region",1589.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,NA,NA,NA,NA,93,NA,NA,NA
"155","Chechen Republic",2002,"region",2507.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,NA,NA,NA,NA,178,NA,NA,NA
"156","Chechen Republic",2003,"region",3807.8,NA,NA,24.9,NA,NA,NA,NA,NA,6.5,8,4,NA,NA,NA,NA,71,NA,NA,NA
"157","Chechen Republic",2004,"region",5021,NA,NA,25.2,NA,NA,NA,NA,NA,5.6,16,16,NA,NA,NA,NA,63,NA,NA,NA
"158","Chechen Republic",2005,"region",6715.9,NA,NA,24.9,NA,NA,NA,NA,NA,5.1,27,20,NA,NA,NA,NA,73,NA,NA,NA
"159","Chechen Republic",2006,"region",8078,NA,NA,23.9,NA,NA,NA,NA,NA,5,17,10,NA,NA,NA,NA,60,NA,NA,NA
"160","Chechen Republic",2007,"region",9916.7,NA,NA,27.1,NA,NA,NA,NA,NA,4.7,23,10,NA,NA,NA,NA,60,NA,NA,NA
"161","Chechen Republic",2008,"region",11762.8,NA,NA,29.3,NA,NA,NA,NA,NA,4.5,24,15,NA,NA,NA,NA,55,NA,NA,NA
"162","Chechen Republic",2009,"region",13254.9,NA,NA,29.1,NA,NA,NA,NA,NA,5.3,17,13,NA,NA,NA,NA,50,NA,NA,NA
"163","Chechen Republic",2010,"region",13918.7,NA,NA,30,NA,NA,NA,NA,NA,5.6,28,83,NA,NA,NA,NA,82,NA,NA,NA
"164","Chechen Republic",2011,"region",14431.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Chelyabinsk region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,3618,2985,NA,NA,NA,NA
"166","Chelyabinsk region",1990,"region",NA,NA,NA,13.1,NA,16.5,NA,NA,NA,10.4,327,130,NA,NA,NA,NA,359,NA,NA,NA
"167","Chelyabinsk region",1995,"region",NA,416,NA,9,NA,16.6,NA,NA,NA,14.9,164,103,1840,NA,NA,NA,575,1200,59,NA
"168","Chelyabinsk region",2000,"region",2086.2,1969,831.9,8.9,NA,16.5,58.13,64.65,71.85,15.5,187,139,NA,NA,NA,NA,547,NA,NA,NA
"169","Chelyabinsk region",2001,"region",2959,2500,1145.2,9.3,NA,15.5,NA,NA,NA,15.6,177,153,NA,NA,NA,NA,478,NA,NA,NA
"170","Chelyabinsk region",2002,"region",3847.2,3108,1467.2,10.1,NA,14.3,NA,NA,NA,16.4,164,157,NA,656,3604,2948,1016,NA,NA,NA
"171","Chelyabinsk region",2003,"region",4838.5,3998,1754.3,10.4,NA,12.7,NA,NA,NA,16.5,177,148,NA,NA,NA,NA,885,NA,NA,NA
"172","Chelyabinsk region",2004,"region",5959.6,4820,2008.4,10.7,NA,12.5,NA,NA,NA,16.2,199,163,NA,NA,NA,NA,1170,NA,NA,NA
"173","Chelyabinsk region",2005,"region",7462.7,6531,2504.5,10.4,NA,10.8,58.36,64.77,71.75,16.3,186,171,2946,NA,NA,NA,1273,1528,68,NA
"174","Chelyabinsk region",2006,"region",9356.5,8613,2808.1,10.8,NA,9.1,NA,NA,NA,15.4,180,161,NA,NA,NA,NA,1232,NA,NA,NA
"175","Chelyabinsk region",2007,"region",11897.5,10637,3611.5,11.8,NA,9.1,NA,NA,NA,14.9,193,174,NA,NA,NA,NA,1023,NA,NA,NA
"176","Chelyabinsk region",2008,"region",14829.2,14028,4485,12.8,NA,8.7,NA,NA,NA,15,219,173,NA,NA,NA,NA,888,NA,NA,NA
